iter	RMSE
118	0.02222564557
119	0.02203982232
120	0.02180139628
121	0.02170775504
122	0.02157352106
123	0.02133462588
124	0.02116855936
125	0.02111058858
126	0.02091992615
127	0.02067257981
128	0.02038001718
129	0.02027700581
130	0.02011275407
131	0.01987114264
132	0.01972003556
133	0.01951779508
134	0.01942282776
135	0.01932363159
136	0.01915218358
137	0.019020829
138	0.01894115205
139	0.0185962388
140	0.01841631415
141	0.01828009494
142	0.01821624052
143	0.01805452619
144	0.01794777964
145	0.01779281608
146	0.01745389454
147	0.01731453302
148	0.01715206275
149	0.01691760821
150	0.01656742836
151	0.01616922385
152	0.01605200403
153	0.01599041358
154	0.01593603479
155	0.01583196617
156	0.01570479435
157	0.01563431618
158	0.0155973432
159	0.01548362382
160	0.0153965659
161	0.01528654992
162	0.0149845972
163	0.01494716803
164	0.01484660719
165	0.01468523118
166	0.01457405086
167	0.01434921111
168	0.01431712546
169	0.01412386419
170	0.01397211062
171	0.01390248313
172	0.01381218861
173	0.0136433268
174	0.01352798933
175	0.013420903
176	0.01334146745
177	0.01326061391
178	0.01313588467
179	0.0130816162
180	0.0129789049
181	0.01288427505
182	0.01277719797
183	0.01264258972
184	0.01255649865
185	0.01241573067
186	0.01234120734
187	0.01211325389
188	0.0120677251
189	0.01193404804
190	0.01189663667
191	0.01181476539
192	0.0117396411
193	0.01162094614
194	0.01152417043
195	0.01149210083
196	0.01136918064
197	0.01129729451
198	0.01124714996
199	0.01118505109
200	0.01091804358
201	0.0108611889
202	0.01081597838
203	0.01067168382
204	0.01055819787
205	0.01047308965
206	0.010362867
207	0.01029003317
208	0.01005573686
209	0.009946558237
210	0.009845584195
211	0.009767372196
212	0.009648894949
213	0.009619754578
214	0.009561935665
215	0.009535839428
216	0.009444658679
217	0.009269551414
218	0.009180431503
219	0.009142868153
220	0.009043155725
221	0.008884689438
222	0.008769711435
223	0.008729552705
224	0.008636315435
225	0.008566043893
226	0.008485266866
227	0.008394898975
228	0.008363019098
229	0.008289994306
230	0.008202193048
231	0.00817793885
232	0.008093792489
233	0.008012303556
234	0.007943777576
235	0.007856759724
236	0.007789442504
237	0.007737491979
238	0.007681698346
239	0.007629090535
240	0.007589677633
241	0.007535306346
242	0.007475674056
243	0.007418118601
244	0.007345316963
245	0.007272502989
246	0.007239327077
247	0.007191276468
248	0.00714481248
249	0.00710255369
250	0.007032539275
251	0.006978027914
252	0.006916842963
253	0.006891741602
254	0.006823042957
255	0.006792718972
256	0.006766526544
257	0.006717672094
258	0.006618362567
259	0.006553344991
260	0.006514212816
261	0.006482793779
262	0.00644555235
263	0.006352335804
264	0.00631558804
265	0.006289846146
266	0.006259105819
267	0.006236943575
268	0.006146332672
269	0.006019633411
270	0.005969427561
271	0.00593643751
272	0.005895097123
273	0.005864513702
274	0.005797064673
275	0.005769922789
276	0.005739058253
277	0.005677001267
278	0.00563228779
279	0.005535338877
280	0.005464923517
281	0.005376082599
282	0.005340132372
283	0.005261232131
284	0.005200482916
285	0.005162967756
286	0.005123577667
287	0.005079781758
288	0.00502813657
289	0.004999726196
290	0.004968377954
291	0.004906181381
292	0.004875324521
293	0.004825548532
294	0.004802067828
295	0.004767663514
296	0.004734861645
297	0.004690886327
298	0.004674726823
299	0.004622923325
300	0.004561148614
301	0.00452616324
302	0.004507924469
303	0.00446101088
304	0.004431983195
305	0.004417652926
306	0.004375839769
307	0.004350459067
308	0.004256360629
309	0.004238840072
310	0.004160590352
311	0.004124378413
312	0.004108139961
313	0.004080110822
314	0.004033982614
315	0.004006662161
316	0.003989249275
317	0.003942063373
318	0.003909607292
319	0.00388482803
320	0.003828803387
321	0.00380687196
322	0.003785310858
323	0.003747852705
324	0.003700027561
325	0.003679522293
326	0.003660187341
327	0.003617120529
328	0.003582930746
329	0.003556742958
330	0.003523516826
331	0.003499263997
332	0.003485004683
333	0.003469360577
334	0.003447137021
335	0.003423635124
336	0.003404818331
337	0.003375824036
338	0.003351100323
339	0.003314979367
340	0.003291864058
341	0.003266036074
342	0.003227843831
343	0.003215894295
344	0.003203179979
345	0.003181727174
346	0.003170987478
347	0.003149575903
348	0.003134605841
349	0.003125023448
350	0.003102186445
351	0.003070304112
352	0.003040338954
353	0.003001593281
354	0.002983464718
355	0.002969256131
356	0.002960273081
357	0.002940108116
358	0.002910156818
359	0.002902023663
360	0.002889386532
361	0.002866250252
362	0.002830372506
363	0.002776282277
364	0.002738961708
365	0.002716659706
366	0.002686701569
367	0.002667181956
368	0.002655239955
369	0.002639295577
370	0.002623115827
371	0.002604167278
372	0.002577908958
373	0.002544836781
374	0.002533769009
375	0.002491782626
376	0.002481136544
377	0.002453316621
378	0.002441447068
379	0.002407373306
380	0.00236113529
381	0.00233789955
382	0.002326515614
383	0.00230988141
384	0.002298552984
385	0.002257773606
386	0.00223347374
387	0.00222092393
388	0.002185237488
389	0.002165297621
390	0.002143233222
391	0.002131169279
392	0.002105062475
393	0.002094752503
394	0.002067102843
395	0.002049148001
396	0.002028314106
397	0.002007820124
398	0.001976749655
399	0.001962103947
400	0.001951186298
401	0.001920844254
402	0.001894415917
403	0.001883601379
404	0.001864269499
405	0.001856510068
406	0.001849537734
407	0.001832220669
408	0.001823872116
409	0.001810782789
410	0.001785583903
411	0.001763435812
412	0.001741272206
413	0.001719052183
414	0.00170110506
415	0.001692749367
416	0.001673705114
417	0.001654647565
418	0.001635780331
419	0.001620573851
420	0.001604140016
421	0.001589344989
422	0.001578631179
423	0.001571494093
424	0.001562511531
425	0.001556019293
426	0.001545031979
427	0.001528301636
428	0.001499930661
429	0.00148535466
430	0.001476673534
431	0.001467436415
432	0.001459845869
433	0.001449672471
434	0.001436553899
435	0.001427123233
436	0.001401366916
437	0.001392679227
438	0.001386200815
439	0.001378676919
440	0.001363503917
441	0.001339411678
442	0.001332016122
443	0.001324204987
444	0.00131485356
445	0.001305725427
446	0.0012918804
447	0.001284243478
448	0.001278144376
449	0.001271719998
450	0.001266432067
451	0.001246259284
452	0.001231832378
453	0.00122274716
454	0.00121730148
455	0.001203750958
456	0.001195799178
457	0.00117474519
458	0.001165020254
459	0.001159027349
460	0.001139047382
461	0.001132422541
462	0.001127619935
463	0.001123057386
464	0.001117072317
465	0.001108667084
466	0.001096601612
467	0.001086726273
468	0.001083083188
469	0.001079162364
470	0.001065572163
471	0.001054558624
472	0.001047649082
473	0.001041921797
474	0.001036515986
475	0.001026783804
476	0.00101545316
477	0.001011407959
478	0.00100150794
479	0.0009911684388
480	0.0009860412836
481	0.0009748989561
482	0.0009697079982
483	0.0009609785036
484	0.00095432135
485	0.0009506871871
486	0.0009461601066
487	0.000940521967
488	0.0009355360089
489	0.0009240294717
490	0.0009185275261
491	0.0009087034174
492	0.0008998249295
493	0.0008949558
494	0.0008867053759
495	0.000878301483
496	0.0008700007386
497	0.0008581737604
498	0.0008475522073
499	0.0008437525616
500	0.0008365480696
501	0.0008280647455
502	0.000824478556
503	0.0008199791817
504	0.0008111810679
505	0.0008068678733
506	0.0007998793399
507	0.0007927345996
508	0.0007890656495
509	0.0007804804665
510	0.0007734430203
511	0.0007676317759
512	0.000763051176
513	0.0007601251751
514	0.000755997332
515	0.0007520949924
516	0.0007437168443
517	0.0007347546619
518	0.0007314852135
519	0.0007280353063
520	0.0007203544778
521	0.0007167803472
522	0.0007136098471
523	0.0007057540646
524	0.0007009653612
525	0.0006971647136
526	0.0006927945728
527	0.0006850941354
528	0.0006785411044
529	0.0006745583817
530	0.0006716781026
531	0.0006678102862
532	0.0006648232505
533	0.0006584384566
534	0.000655386588
535	0.000652265935
536	0.0006467112846
537	0.0006433584149
538	0.000639878303
539	0.00063586549
540	0.0006332533344
541	0.0006271325581
542	0.0006200326638
543	0.0006141082356
544	0.0006067104675
545	0.0006015073022
546	0.0005984329917
547	0.0005948871815
548	0.0005886358412
549	0.0005863119553
550	0.0005747134281
551	0.0005687169717
552	0.0005632326798
553	0.0005604034229
554	0.0005575978059
555	0.0005545251463
556	0.0005521302126
557	0.0005485378395
558	0.0005456981921
559	0.0005403654489
560	0.0005355093309
561	0.0005307495097
562	0.0005269649287
563	0.0005214893963
564	0.0005169459676
565	0.000512809002
566	0.0005087520938
567	0.0005060963617
568	0.0005015287277
569	0.0004989608069
570	0.0004972880947
